"Summons Number","Plate ID","Registration State","Plate Type","Issue Date","Violation Code","Vehicle Body Type","Vehicle Make","Issuing Agency","Street Code1","Street Code2","Street Code3","Vehicle Expiration Date","Violation Location","Violation Precinct","Issuer Precinct","Issuer Code","Issuer Command","Issuer Squad","Violation Time","Time First Observed","Violation County","Violation In Front Of Or Opposite","House Number","Street Name","Intersecting Street","Date First Observed","Law Section","Sub Division","Violation Legal Code","Days Parking In Effect","From Hours In Effect","To Hours In Effect","Vehicle Color","Unregistered Vehicle?","Vehicle Year","Meter Number","Feet From Curb","Violation Post Code","Violation Description","No Standing or Stopping Violation","Hydrant Violation","Double Parking Violation","Fiscal Year"
"1,499,426,653","LPJ9752","NY","999","09/12/2026 12:00:00 AM","46","SDN","INFIN","P","37,150","12,010","0","20,261,002","33","33","33","977,815","0033","0000","0607P",,"NY",,,"W 169","AUDUBON AVE","0","408","E2",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,500,652,982","6629630","NY","PAS","09/12/2026 12:00:00 AM","51",,"BMW","P","53,490","53,890","20,790","20,260,213",,"0","106","934,027","0106","0000","1236A",,,"I","114-59","LEFFERTS BLVD",,"0","408","E3",,"BBBBBBB","ALL","ALL","GY","0","2007","-","0",,,,,,"2026"
"1,500,897,954","3662766","MA","PAS","09/12/2026 12:00:00 AM","98","SDN","NISSA","P","91,330","64,230","60,330","20,260,630","60","60","60","956,611","0060","0000","1040A","1040A","K","F","2815","WEST 19 ST",,"20,260,912","408","D",,"BBBBBBB","ALL","ALL","GY","0","0","-","0",,,,,,"2026"
"1,493,779,394","LUA1780","NY","PAS","09/13/2026 12:00:00 AM","46","SUBN","HONDA","C","0","40,404","40,404","20,260,410","45","45","0","100,219","CCPD","0000","1057A",,"BX","F","150","DREISER LP",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLUE","0","2008","-","0",,,,,,"2026"
"1,498,784,902","LNB8013","NY","PAS","09/13/2026 12:00:00 AM","40",,"HONDA","N","19,270","25,390","27,790","20,261,021","25","25","25","982,028","0025","0000","0846P",,"NY","F","75","E 116 ST",,"0","408","J3",,"BBBBBBB","ALL","ALL",,"0","0","-","0",,,,,,"2026"
"1,500,296,107","LPG1182","NY","PAS","09/13/2026 12:00:00 AM","40","SDN",,"P","29,830","18,950","53,830","20,260,722","84","84","84","980,292","0084","0000","0139P",,,"F","40","COURT ST",,"0","408","D1",,"BBBBBBB","ALL","ALL","GRAY","0","2017","-","0",,,,,,"2026"
"1,502,662,772","LPW1727","NY","PAS","09/13/2026 12:00:00 AM","50","SDN","TOYOT","P","40,930","13,980","36,230","20,260,923","70","70","70","978,313","0070","0000","0940P",,,"O","1598","FLATBUSH AVE",,"0","408","F2",,"BBBBBBB","ALL","ALL","GY","0","2005","-","0",,,,,,"2026"
"1,503,727,002","G23RKB","NJ","PAS","09/14/2026 12:00:00 AM","14","SDN","ME/BE","P","16,910","11,720","16,400","20,260,920","34","34","34","938,532","0034","0000","0942P",,"NY","F","348","DYCKMAN ST",,"0","408","F1",,"bbbbbbb","ALL","ALL","GY","0","0","-","0",,,,,"20","2026"
"1,476,398,707","3VWJ69","MA","PAS","09/14/2026 12:00:00 AM","24","SDN","ME/BE","P","63,820","74,250","24,360","20,260,930","44","44","138","943,022","0138","0000","0215A",,"BX","O","1300","SEDGWICK AV",,"0","408","E2",,"BBBBBBB","ALL","ALL","BL","0","2021","-","0",,,,,,"2026"
"1,491,778,337","LSF5057","NY","PAS","09/14/2026 12:00:00 AM","41","SDN","TESLA","P","57,390","7,940","8,140","20,261,204","114","114","114","979,083","0114","0000","0015A",,"Q","F","30-11","NEWTOWN AVE",,"0","408","E3",,"BBBBBBB","ALL","ALL","BLK","0","2025","-","0",,,,,,"2026"
"1,502,113,909","C219640","CT","PAS","09/14/2026 12:00:00 AM","14","VAN","FORD","P","230","63,610","12,550","20,261,221","43","43","43","981,984","0043","0000","0418A",,"BX","F","1380","BRONX RIVER",,"0","408","F1",,"BBBBBBB","ALL","ALL","BLK","0","2015","-","0",,,,,,"2026"
"1,499,791,562","KET5154","NY","PAS","09/15/2026 12:00:00 AM","98",,"VOLKS","P","19,040","6,940","7,090","20,260,915","115","115","115","976,630","0115","0000","0202A",,,"F","23-40","97 ST",,"0","408","F2",,"BBBBBBB","ALL","ALL","WHT","0","0","-","0",,,,,"20","2026"
"1,502,009,640","Y39VPZ","NJ","PAS","09/15/2026 12:00:00 AM","40",,"HONDA","N","0","40,404","40,404","20,260,320","28","28","28","981,229","0028","0000","1020P","1015P","NY","O","1890","ADAM CLAYTON POWELL",,"20,260,915","408","F1",,"BBBBBBB","ALL","ALL","WHT","0","2022","-","2",,,,,,"2026"
"1,497,817,249","M20MNM","NJ","PAS","09/16/2026 12:00:00 AM","40","SDN","NISSA","P","37,475","14,580","84,440","20,260,620","63","63","63","965,734","0063","0000","0208P",,"K","F","2052","E 71 STREET",,"0","408","C",,"BBBBBBB","ALL","ALL","BK","0","0","-","0",,,,,,"2026"
"1,489,167,791","79727A","CT","COM","09/17/2026 12:00:00 AM","14",,"VOLVO","P","58,620","51,920","53,020","20,260,228","47","47","47","969,151","0047","0000","0710P","0710P","BX","O","2136","PITMAN AVE",,"20,250,917","408","E3",,"BBBBBBB","ALL","ALL","WHI","0","2013","-","0",,,,,,"2026"
"1,492,869,405","LLW3725","NY","COM","09/17/2026 12:00:00 AM","51","VAN","ME/BE","P","14,285","24,390","13,610","20,260,831","5","5","5","969,011","0005","0000","0122P",,"NY","F","1","CATHERINE LN",,"0","408","C",,"BBBBBBB","ALL","ALL","BLUE","0","0","-","0",,,,,,"2026"
"1,502,766,565","JDS6191","NY","PAS","09/17/2026 12:00:00 AM","14","SUBN","FORD","P","63,985","85,630","0","20,261,008","84","84","84","971,058","0084","0000","0155P",,"K","I",,"NAVY ST","TILLARY ST","0","408","C",,"BBBBBBB","ALL","ALL","GREY","0","0","-","0",,,,,,"2026"
